0.439,20,26.2
0.403,20,24.9
0.366,20,23.68
0.327,20,22.55
0.285,20,21.16
0.241,20,19.32
0.194,20,17.87
0.153,20,15.19
0.108,20,13.21
0.063,20,10.34
